Participant,gender,block,Efficiency,Partner_cost,PartnerIntention,Gratitude,Guilt,Obligation,Indebtedness,SOB100,Care,Choice,Allocation
9906,1,1,3,18,Strategic,21.67 ,33.89 ,25.74 ,19.26 ,80,23.89 ,1,5
9906,1,1,3,20,Strategic,35.19 ,32.04 ,12.22 ,14.44 ,100,15.93 ,1,5
9906,1,2,1,4,Strategic,4.26 ,2.59 ,0.00 ,0.00 ,20,0.00 ,1,3
9906,1,2,1,6,Strategic,7.78 ,8.70 ,13.15 ,18.52 ,40,12.96 ,1,5
9906,1,2,1,8,Strategic,43.33 ,66.30 ,36.11 ,43.15 ,0,39.26 ,0,5
9906,1,2,1,10,Strategic,12.59 ,1.85 ,10.19 ,6.48 ,40,6.85 ,1,5
9906,1,2,1,12,Strategic,16.48 ,27.22 ,8.33 ,12.59 ,48,15.56 ,1,5
9906,1,2,1,14,Strategic,10.37 ,7.96 ,15.37 ,14.63 ,56,9.26 ,1,5
9906,1,2,1,16,Strategic,14.44 ,20.19 ,10.74 ,25.74 ,64,8.33 ,1,5
9906,1,2,1,18,Strategic,7.04 ,8.89 ,8.52 ,22.78 ,76,16.67 ,1,5
9906,1,2,1,20,Strategic,11.67 ,2.59 ,3.89 ,5.93 ,80,15.56 ,1,5
9906,1,2,2,4,Strategic,0.74 ,0.74 ,0.19 ,0.56 ,20,2.59 ,1,5
9906,1,2,2,6,Strategic,8.89 ,11.67 ,21.30 ,7.22 ,24,7.41 ,1,5
9906,1,2,2,8,Strategic,2.22 ,8.33 ,2.22 ,5.00 ,40,2.22 ,1,5
9906,1,2,2,10,Strategic,19.07 ,19.81 ,27.04 ,18.33 ,40,12.22 ,1,5
9906,1,2,2,12,Strategic,3.89 ,17.78 ,15.00 ,20.93 ,20,15.37 ,1,5
9906,1,2,2,14,Strategic,22.04 ,8.33 ,6.67 ,17.41 ,60,19.81 ,1,5
9906,1,2,2,16,Strategic,10.19 ,1.48 ,0.93 ,33.89 ,64,2.41 ,1,5
9906,1,2,2,18,Strategic,6.48 ,5.93 ,15.74 ,16.67 ,80,16.67 ,1,5
9906,1,2,2,20,Strategic,46.11 ,24.26 ,16.67 ,20.37 ,80,13.89 ,1,5
9906,1,2,3,4,Strategic,5.93 ,4.26 ,4.44 ,6.48 ,20,6.30 ,1,2
9906,1,2,3,6,Strategic,11.48 ,10.74 ,4.81 ,6.48 ,20,3.70 ,1,5
9906,1,2,3,8,Strategic,12.41 ,3.70 ,5.37 ,4.81 ,36,8.89 ,1,3
9906,1,2,3,10,Strategic,9.63 ,19.26 ,4.81 ,8.70 ,40,5.56 ,1,3
9906,1,2,3,12,Strategic,40.00 ,8.33 ,14.26 ,8.15 ,44,20.37 ,1,5
9906,1,2,3,14,Strategic,13.33 ,28.70 ,19.63 ,21.11 ,56,12.59 ,1,5
9906,1,2,3,16,Strategic,7.96 ,7.59 ,16.30 ,12.04 ,80,28.15 ,1,5
9906,1,2,3,18,Strategic,18.70 ,10.56 ,15.56 ,30.19 ,28,23.33 ,1,7
9906,1,2,3,20,Strategic,72.41 ,52.22 ,55.19 ,23.70 ,80,17.96 ,1,5
9908,1,1,1,4,Altruistic,52.02 ,49.88 ,53.81 ,52.86 ,20,52.38 ,0,2
9908,1,1,1,6,Altruistic,59.17 ,54.29 ,50.00 ,52.50 ,0,60.60 ,0,2
9908,1,1,1,8,Altruistic,64.88 ,60.00 ,54.05 ,53.33 ,0,63.57 ,0,3
9908,1,1,1,10,Altruistic,66.79 ,66.07 ,57.62 ,56.31 ,20,72.98 ,0,4
9908,1,1,1,12,Altruistic,70.83 ,70.36 ,60.12 ,57.50 ,20,71.90 ,0,4
9908,1,1,1,14,Altruistic,70.24 ,69.40 ,57.26 ,57.50 ,20,72.38 ,0,5
9908,1,1,1,16,Altruistic,58.10 ,54.05 ,28.93 ,46.90 ,20,71.07 ,0,8
9908,1,1,1,18,Altruistic,81.90 ,82.86 ,59.40 ,59.88 ,40,85.24 ,0,6
9908,1,1,1,20,Altruistic,94.40 ,94.88 ,64.29 ,62.86 ,40,90.24 ,0,7
9908,1,1,2,4,Altruistic,59.88 ,37.26 ,40.36 ,45.24 ,0,54.88 ,1,5
9908,1,1,2,6,Altruistic,59.64 ,56.67 ,52.50 ,53.81 ,0,60.95 ,1,6
9908,1,1,2,8,Altruistic,67.02 ,68.10 ,57.50 ,56.43 ,0,67.38 ,1,8
9908,1,1,2,10,Altruistic,65.95 ,65.95 ,58.45 ,56.19 ,0,71.55 ,1,10
9908,1,1,2,12,Altruistic,70.48 ,69.52 ,56.55 ,60.00 ,0,73.33 ,1,10
9908,1,1,2,14,Altruistic,68.33 ,65.12 ,55.60 ,53.57 ,32,74.76 ,1,15
9908,1,1,2,16,Altruistic,72.98 ,72.38 ,60.95 ,59.05 ,40,75.60 ,1,10
9908,1,1,2,18,Altruistic,85.95 ,78.33 ,57.74 ,63.21 ,20,82.26 ,1,10
9908,1,1,2,20,Altruistic,72.50 ,72.26 ,81.79 ,79.52 ,80,76.90 ,1,20
9908,1,1,3,4,Altruistic,56.07 ,56.67 ,51.79 ,51.79 ,0,57.74 ,1,2
9908,1,1,3,6,Altruistic,65.36 ,54.64 ,44.17 ,50.00 ,0,56.55 ,1,3
9908,1,1,3,8,Altruistic,66.07 ,65.60 ,57.98 ,58.21 ,0,72.86 ,1,3
9908,1,1,3,10,Altruistic,67.14 ,63.69 ,56.90 ,57.98 ,0,66.31 ,1,5
9908,1,1,3,12,Altruistic,71.55 ,68.10 ,58.10 ,57.38 ,20,73.57 ,1,5
9908,1,1,3,14,Altruistic,72.26 ,65.36 ,60.36 ,59.40 ,0,75.48 ,1,5
9908,1,1,3,16,Altruistic,80.95 ,65.71 ,60.83 ,65.24 ,40,82.26 ,1,6
9908,1,1,3,18,Altruistic,88.69 ,85.12 ,62.98 ,61.43 ,40,86.79 ,1,8
9908,1,1,3,20,Altruistic,87.62 ,63.10 ,54.40 ,60.12 ,40,92.50 ,1,10
9908,1,2,1,4,Altruistic,56.90 ,55.71 ,51.55 ,52.38 ,0,56.07 ,0,2
9908,1,2,1,6,Altruistic,59.17 ,57.38 ,54.52 ,54.17 ,0,57.62 ,0,2
9908,1,2,1,8,Altruistic,61.79 ,68.45 ,56.67 ,58.93 ,0,64.76 ,0,3
9908,1,2,1,10,Altruistic,68.21 ,67.38 ,54.64 ,53.69 ,0,64.76 ,0,4
9908,1,2,1,12,Altruistic,68.45 ,70.95 ,56.55 ,55.60 ,20,69.29 ,0,4
9908,1,2,1,14,Altruistic,77.02 ,76.31 ,64.40 ,62.50 ,20,75.60 ,0,5
9908,1,2,1,16,Altruistic,79.05 ,84.40 ,64.76 ,60.48 ,40,80.95 ,0,5
9908,1,2,1,18,Altruistic,90.00 ,89.29 ,73.45 ,72.02 ,0,88.81 ,0,6
9908,1,2,1,20,Altruistic,94.40 ,94.76 ,70.24 ,67.26 ,40,89.76 ,0,7
9908,1,2,2,4,Altruistic,54.05 ,55.24 ,52.14 ,52.86 ,0,56.79 ,1,4
9908,1,2,2,6,Altruistic,56.19 ,56.67 ,52.86 ,52.86 ,0,58.33 ,1,4
9908,1,2,2,8,Altruistic,62.02 ,62.62 ,54.76 ,55.48 ,0,63.81 ,1,8
9908,1,2,2,10,Altruistic,68.93 ,71.79 ,56.90 ,59.52 ,0,69.40 ,1,5
9908,1,2,2,12,Altruistic,61.43 ,74.88 ,60.48 ,59.05 ,20,68.45 ,1,10
9908,1,2,2,14,Altruistic,74.17 ,76.31 ,61.31 ,58.57 ,20,72.50 ,1,7
9908,1,2,2,16,Altruistic,81.19 ,82.74 ,64.64 ,63.81 ,40,81.55 ,1,10
9908,1,2,2,18,Altruistic,85.24 ,86.67 ,65.95 ,68.21 ,40,87.38 ,1,10
9908,1,2,2,20,Altruistic,94.40 ,93.93 ,71.55 ,65.24 ,40,94.64 ,1,13
9908,1,2,3,4,Altruistic,52.74 ,52.50 ,51.90 ,51.07 ,0,55.12 ,1,3
9908,1,2,3,6,Altruistic,60.00 ,55.24 ,53.21 ,52.74 ,0,57.74 ,1,3
9908,1,2,3,8,Altruistic,61.43 ,55.71 ,54.64 ,52.26 ,0,60.95 ,1,3
9908,1,2,3,10,Altruistic,71.43 ,63.81 ,60.00 ,53.69 ,20,71.43 ,1,5
9908,1,2,3,12,Altruistic,74.40 ,68.93 ,59.05 ,55.00 ,20,72.50 ,1,5
9908,1,2,3,14,Altruistic,74.52 ,68.10 ,60.12 ,55.48 ,20,71.19 ,1,5
9908,1,2,3,16,Altruistic,80.71 ,71.55 ,64.52 ,57.38 ,40,88.93 ,1,6
9908,1,2,3,18,Altruistic,86.55 ,77.02 ,59.40 ,57.38 ,40,83.21 ,1,7
9908,1,2,3,20,Altruistic,96.55 ,83.69 ,65.83 ,59.05 ,40,92.74 ,1,8
9908,1,1,1,4,Strategic,54.29 ,49.64 ,49.64 ,49.88 ,0,57.14 ,0,2
9908,1,1,1,6,Strategic,54.40 ,52.26 ,60.60 ,58.57 ,24,54.76 ,0,2
9908,1,1,1,8,Strategic,54.29 ,54.05 ,64.05 ,62.14 ,40,55.71 ,0,3
9908,1,1,1,10,Strategic,57.38 ,55.36 ,69.52 ,65.83 ,40,58.57 ,0,4
9908,1,1,1,12,Strategic,53.93 ,55.36 ,68.21 ,67.74 ,48,56.19 ,0,4
9908,1,1,1,14,Strategic,59.76 ,57.62 ,74.05 ,76.55 ,60,58.57 ,0,5
9908,1,1,1,16,Strategic,45.71 ,44.64 ,68.93 ,53.57 ,40,62.98 ,0,8
9908,1,1,1,18,Strategic,60.83 ,64.52 ,82.74 ,79.52 ,72,67.50 ,0,6
9908,1,1,1,20,Strategic,72.38 ,73.81 ,85.95 ,85.00 ,80,63.81 ,0,7
9908,1,1,2,4,Strategic,54.29 ,19.76 ,46.31 ,50.00 ,20,50.60 ,1,5
9908,1,1,2,6,Strategic,53.93 ,52.62 ,61.79 ,63.57 ,24,54.29 ,1,6
9908,1,1,2,8,Strategic,57.50 ,55.83 ,66.67 ,64.76 ,32,57.38 ,1,8
9908,1,1,2,10,Strategic,56.55 ,55.95 ,63.57 ,60.71 ,40,58.93 ,1,10
9908,1,1,2,12,Strategic,60.83 ,60.36 ,68.81 ,65.71 ,60,57.26 ,1,10
9908,1,1,2,14,Strategic,60.60 ,54.17 ,76.19 ,69.88 ,60,65.12 ,1,15
9908,1,1,2,16,Strategic,59.64 ,59.17 ,77.26 ,78.10 ,64,63.57 ,1,10
9908,1,1,2,18,Strategic,71.79 ,62.86 ,78.69 ,76.07 ,80,59.76 ,1,10
9908,1,1,2,20,Strategic,96.19 ,88.45 ,64.17 ,71.67 ,40,91.31 ,1,20
9908,1,1,3,4,Strategic,51.67 ,51.67 ,57.62 ,57.98 ,16,51.43 ,1,2
9908,1,1,3,6,Strategic,56.31 ,51.90 ,54.05 ,53.93 ,24,52.50 ,1,3
9908,1,1,3,8,Strategic,57.62 ,53.81 ,70.00 ,69.52 ,32,60.24 ,1,3
9908,1,1,3,10,Strategic,57.26 ,56.90 ,72.50 ,72.74 ,40,59.17 ,1,5
9908,1,1,3,12,Strategic,58.33 ,56.31 ,68.57 ,67.86 ,48,59.76 ,1,5
9908,1,1,3,14,Strategic,61.90 ,58.21 ,69.64 ,68.33 ,56,62.86 ,1,5
9908,1,1,3,16,Strategic,66.31 ,59.17 ,73.10 ,74.05 ,64,67.86 ,1,6
9908,1,1,3,18,Strategic,68.10 ,65.36 ,80.95 ,77.38 ,72,62.62 ,1,8
9908,1,1,3,20,Strategic,75.83 ,55.24 ,84.76 ,81.07 ,80,86.31 ,1,10
9908,1,2,1,4,Strategic,53.10 ,50.12 ,58.93 ,54.52 ,16,52.38 ,0,2
9908,1,2,1,6,Strategic,53.57 ,50.00 ,57.86 ,56.31 ,24,52.38 ,0,2
9908,1,2,1,8,Strategic,55.95 ,52.38 ,67.26 ,62.02 ,32,59.52 ,0,3
9908,1,2,1,10,Strategic,54.17 ,54.05 ,57.74 ,59.88 ,40,60.36 ,0,4
9908,1,2,1,12,Strategic,60.12 ,53.93 ,67.98 ,63.69 ,48,60.12 ,0,4
9908,1,2,1,14,Strategic,63.93 ,56.19 ,73.10 ,64.88 ,56,59.76 ,0,5
9908,1,2,1,16,Strategic,62.50 ,64.88 ,74.88 ,72.98 ,64,62.74 ,0,5
9908,1,2,1,18,Strategic,68.57 ,56.79 ,78.57 ,75.71 ,72,71.79 ,0,6
9908,1,2,1,20,Strategic,74.40 ,61.55 ,94.64 ,70.83 ,80,71.31 ,0,7
9908,1,2,2,4,Strategic,51.90 ,52.74 ,57.02 ,58.45 ,16,52.62 ,1,4
9908,1,2,2,6,Strategic,52.02 ,52.26 ,57.86 ,57.62 ,24,52.86 ,1,4
9908,1,2,2,8,Strategic,53.93 ,55.24 ,65.48 ,65.24 ,32,57.50 ,1,8
9908,1,2,2,10,Strategic,60.95 ,61.79 ,73.81 ,71.79 ,40,61.07 ,1,5
9908,1,2,2,12,Strategic,71.67 ,62.02 ,73.21 ,71.67 ,48,59.05 ,1,10
9908,1,2,2,14,Strategic,66.07 ,63.81 ,76.90 ,72.38 ,56,61.90 ,1,7
9908,1,2,2,16,Strategic,66.55 ,67.50 ,78.69 ,80.83 ,64,66.31 ,1,10
9908,1,2,2,18,Strategic,69.52 ,64.88 ,82.86 ,84.05 ,72,68.33 ,1,10
9908,1,2,2,20,Strategic,74.64 ,78.45 ,93.81 ,92.50 ,80,76.07 ,1,13
9908,1,2,3,4,Strategic,53.10 ,53.69 ,51.90 ,55.60 ,16,52.38 ,1,3
9908,1,2,3,6,Strategic,52.86 ,55.12 ,58.10 ,58.69 ,24,54.05 ,1,3
9908,1,2,3,8,Strategic,55.24 ,55.24 ,61.31 ,61.55 ,32,55.83 ,1,3
9908,1,2,3,10,Strategic,61.43 ,60.83 ,68.21 ,70.00 ,40,58.69 ,1,5
9908,1,2,3,12,Strategic,62.38 ,64.52 ,70.12 ,70.60 ,48,60.48 ,1,5
9908,1,2,3,14,Strategic,64.76 ,64.52 ,71.90 ,73.45 ,56,62.26 ,1,5
9908,1,2,3,16,Strategic,65.24 ,63.81 ,81.19 ,85.12 ,64,66.67 ,1,6
9908,1,2,3,18,Strategic,71.90 ,69.17 ,84.05 ,83.33 ,72,67.62 ,1,7
9908,1,2,3,20,Strategic,73.81 ,73.81 ,87.38 ,88.93 ,80,72.26 ,1,8
9909,1,1,1,4,Altruistic,15.56 ,8.33 ,2.78 ,2.96 ,4,10.37 ,0,2
9909,1,1,1,6,Altruistic,28.70 ,14.26 ,6.48 ,10.19 ,8,35.56 ,0,2
9909,1,1,1,8,Altruistic,47.41 ,19.26 ,10.74 ,10.00 ,12,38.52 ,0,4
9909,1,1,1,10,Altruistic,53.52 ,40.74 ,25.37 ,16.11 ,12,57.22 ,0,4
9909,1,1,1,12,Altruistic,57.41 ,32.59 ,16.48 ,19.26 ,12,57.22 ,1,12
9909,1,1,1,14,Altruistic,59.26 ,22.78 ,16.30 ,19.44 ,12,67.59 ,1,14
9909,1,1,1,16,Altruistic,65.56 ,33.89 ,15.19 ,10.93 ,12,60.00 ,1,16
9909,1,1,1,18,Altruistic,72.04 ,48.89 ,21.48 ,17.41 ,12,75.93 ,1,18
9909,1,1,1,20,Altruistic,82.41 ,50.93 ,17.22 ,21.67 ,12,84.63 ,1,20
9909,1,1,2,4,Altruistic,11.85 ,5.37 ,5.00 ,4.07 ,8,21.30 ,0,3
9909,1,1,2,6,Altruistic,14.81 ,10.37 ,5.56 ,5.37 ,8,24.07 ,0,5
9909,1,1,2,8,Altruistic,34.26 ,17.59 ,10.37 ,13.89 ,4,41.48 ,0,5
9909,1,1,2,10,Altruistic,53.70 ,45.37 ,18.70 ,11.67 ,12,54.44 ,0,10
9909,1,1,2,12,Altruistic,52.22 ,20.74 ,14.26 ,11.67 ,8,54.07 ,1,12
9909,1,1,2,14,Altruistic,62.04 ,39.81 ,13.52 ,13.15 ,12,66.85 ,1,14
9909,1,1,2,16,Altruistic,74.44 ,47.04 ,19.44 ,21.48 ,16,77.04 ,1,16
9909,1,1,2,18,Altruistic,72.04 ,39.81 ,20.93 ,17.22 ,12,66.30 ,1,18
9909,1,1,2,20,Altruistic,88.52 ,57.96 ,24.44 ,22.04 ,12,87.78 ,1,20
9909,1,1,3,4,Altruistic,13.33 ,6.67 ,2.96 ,2.59 ,4,16.67 ,1,2
9909,1,1,3,6,Altruistic,25.00 ,9.63 ,3.33 ,6.85 ,8,29.63 ,0,5
9909,1,1,3,8,Altruistic,31.30 ,21.67 ,11.30 ,6.48 ,12,40.93 ,1,4
9909,1,1,3,10,Altruistic,50.93 ,27.78 ,19.81 ,14.63 ,12,55.37 ,1,5
9909,1,1,3,12,Altruistic,60.00 ,37.22 ,19.07 ,17.04 ,12,54.26 ,1,6
9909,1,1,3,14,Altruistic,65.37 ,33.52 ,13.52 ,15.56 ,12,63.15 ,1,6
9909,1,1,3,16,Altruistic,69.26 ,30.74 ,19.81 ,13.33 ,12,69.44 ,1,8
9909,1,1,3,18,Altruistic,80.93 ,51.11 ,21.11 ,18.33 ,12,77.59 ,1,8
9909,1,1,3,20,Altruistic,89.63 ,51.85 ,27.41 ,26.85 ,16,88.70 ,1,10
9909,1,2,1,4,Altruistic,20.93 ,3.15 ,3.52 ,5.19 ,4,15.74 ,0,2
9909,1,2,1,6,Altruistic,27.22 ,6.85 ,3.15 ,3.89 ,4,32.78 ,0,3
9909,1,2,1,8,Altruistic,53.52 ,13.15 ,5.00 ,7.59 ,4,45.37 ,0,4
9909,1,2,1,10,Altruistic,53.89 ,10.37 ,6.30 ,5.74 ,4,50.19 ,0,5
9909,1,2,1,12,Altruistic,57.41 ,26.30 ,14.26 ,6.30 ,8,57.96 ,1,12
9909,1,2,1,14,Altruistic,34.63 ,19.81 ,45.19 ,41.48 ,4,72.78 ,1,12
9909,1,2,1,16,Altruistic,69.81 ,38.70 ,19.81 ,14.63 ,12,65.93 ,1,16
9909,1,2,1,18,Altruistic,67.22 ,41.11 ,16.11 ,17.04 ,12,74.81 ,1,18
9909,1,2,1,20,Altruistic,82.22 ,52.78 ,15.74 ,30.00 ,16,67.59 ,1,20
9909,1,2,2,4,Altruistic,41.30 ,4.07 ,15.56 ,7.41 ,4,24.26 ,1,2
9909,1,2,2,6,Altruistic,24.81 ,10.56 ,4.63 ,5.93 ,4,29.81 ,1,5
9909,1,2,2,8,Altruistic,45.37 ,22.22 ,13.15 ,11.85 ,8,46.67 ,1,8
9909,1,2,2,10,Altruistic,47.59 ,36.85 ,9.44 ,7.59 ,8,50.00 ,1,10
9909,1,2,2,12,Altruistic,50.37 ,28.89 ,8.52 ,11.30 ,8,55.19 ,1,12
9909,1,2,2,14,Altruistic,54.26 ,25.93 ,3.89 ,6.30 ,4,56.48 ,1,15
9909,1,2,2,16,Altruistic,71.48 ,36.48 ,9.44 ,16.30 ,12,80.37 ,1,16
9909,1,2,2,18,Altruistic,68.33 ,31.48 ,16.85 ,20.37 ,12,71.48 ,1,18
9909,1,2,2,20,Altruistic,91.48 ,76.11 ,21.85 ,21.48 ,8,83.89 ,1,20
9909,1,2,3,4,Altruistic,8.15 ,3.70 ,1.85 ,2.22 ,4,12.22 ,1,2
9909,1,2,3,6,Altruistic,15.19 ,5.00 ,3.33 ,2.78 ,4,20.37 ,1,2
9909,1,2,3,8,Altruistic,31.30 ,19.26 ,8.70 ,12.59 ,8,39.63 ,1,4
9909,1,2,3,10,Altruistic,56.48 ,18.15 ,5.00 ,6.67 ,8,52.78 ,1,5
9909,1,2,3,12,Altruistic,60.19 ,37.22 ,10.37 ,6.67 ,4,60.56 ,1,5
9909,1,2,3,14,Altruistic,58.15 ,35.37 ,16.85 ,20.93 ,12,58.89 ,1,6
9909,1,2,3,16,Altruistic,63.89 ,33.15 ,19.81 ,17.96 ,16,64.81 ,1,7
9909,1,2,3,18,Altruistic,67.41 ,50.19 ,6.11 ,9.07 ,8,60.56 ,1,8
9909,1,2,3,20,Altruistic,84.07 ,31.11 ,27.59 ,33.15 ,16,83.89 ,1,10
9909,1,1,1,4,Strategic,9.63 ,8.89 ,6.67 ,4.07 ,20,6.85 ,0,2
9909,1,1,1,6,Strategic,21.48 ,7.96 ,27.04 ,25.00 ,40,18.70 ,0,2
9909,1,1,1,8,Strategic,35.37 ,13.70 ,20.93 ,17.59 ,44,28.15 ,0,4
9909,1,1,1,10,Strategic,32.78 ,25.74 ,51.67 ,31.11 ,60,29.07 ,0,4
9909,1,1,1,12,Strategic,28.70 ,20.93 ,54.63 ,38.15 ,60,28.70 ,1,12
9909,1,1,1,14,Strategic,40.56 ,15.37 ,58.52 ,39.07 ,72,32.59 ,1,14
9909,1,1,1,16,Strategic,38.15 ,23.89 ,58.70 ,15.37 ,76,32.22 ,1,16
9909,1,1,1,18,Strategic,51.11 ,33.52 ,61.48 ,40.19 ,80,48.52 ,1,18
9909,1,1,1,20,Strategic,52.41 ,34.26 ,77.59 ,37.04 ,84,50.19 ,1,20
9909,1,1,2,4,Strategic,7.22 ,4.44 ,7.78 ,8.70 ,32,15.74 ,0,3
9909,1,1,2,6,Strategic,10.19 ,10.37 ,16.48 ,10.56 ,36,14.07 ,0,5
9909,1,1,2,8,Strategic,22.22 ,12.59 ,33.70 ,30.37 ,44,23.52 ,0,5
9909,1,1,2,10,Strategic,39.07 ,22.78 ,51.85 ,34.26 ,60,34.07 ,0,10
9909,1,1,2,12,Strategic,26.48 ,14.07 ,48.52 ,35.19 ,60,30.74 ,1,12
9909,1,1,2,14,Strategic,40.19 ,32.04 ,57.96 ,34.44 ,72,42.22 ,1,14
9909,1,1,2,16,Strategic,39.26 ,28.89 ,58.33 ,38.33 ,80,46.85 ,1,16
9909,1,1,2,18,Strategic,38.52 ,23.89 ,65.74 ,45.37 ,80,45.74 ,1,18
9909,1,1,2,20,Strategic,61.30 ,29.26 ,69.07 ,48.89 ,88,62.04 ,1,20
9909,1,1,3,4,Strategic,5.00 ,6.67 ,7.59 ,6.67 ,28,4.63 ,1,2
9909,1,1,3,6,Strategic,13.52 ,7.96 ,18.70 ,24.26 ,40,14.07 ,0,5
9909,1,1,3,8,Strategic,24.26 ,13.70 ,17.41 ,13.15 ,40,21.85 ,1,4
9909,1,1,3,10,Strategic,39.26 ,19.44 ,46.48 ,27.96 ,52,32.22 ,1,5
9909,1,1,3,12,Strategic,32.41 ,26.30 ,43.89 ,25.37 ,60,28.52 ,1,6
9909,1,1,3,14,Strategic,26.30 ,19.07 ,55.93 ,36.11 ,72,40.93 ,1,6
9909,1,1,3,16,Strategic,43.89 ,24.63 ,61.30 ,40.37 ,76,38.15 ,1,8
9909,1,1,3,18,Strategic,45.74 ,27.04 ,77.04 ,40.00 ,88,43.89 ,1,8
9909,1,1,3,20,Strategic,53.15 ,30.74 ,80.56 ,52.96 ,88,55.74 ,1,10
9909,1,2,1,4,Strategic,13.70 ,5.19 ,3.33 ,6.11 ,24,9.44 ,0,2
9909,1,2,1,6,Strategic,19.26 ,6.85 ,17.22 ,14.26 ,36,20.37 ,0,3
9909,1,2,1,8,Strategic,26.30 ,16.67 ,20.93 ,7.22 ,40,22.04 ,0,4
9909,1,2,1,10,Strategic,22.78 ,11.11 ,32.96 ,22.04 ,48,31.11 ,0,5
9909,1,2,1,12,Strategic,26.48 ,15.74 ,49.63 ,41.30 ,60,34.44 ,1,12
9909,1,2,1,14,Strategic,51.85 ,29.26 ,7.41 ,5.56 ,64,30.56 ,1,12
9909,1,2,1,16,Strategic,35.00 ,25.56 ,57.22 ,49.26 ,80,35.19 ,1,16
9909,1,2,1,18,Strategic,35.56 ,22.59 ,60.19 ,50.37 ,80,32.04 ,1,18
9909,1,2,1,20,Strategic,49.63 ,44.81 ,84.81 ,55.00 ,88,49.07 ,1,20
9909,1,2,2,4,Strategic,23.89 ,2.78 ,41.67 ,25.74 ,32,10.00 ,1,2
9909,1,2,2,6,Strategic,10.74 ,5.56 ,9.81 ,10.19 ,24,16.48 ,1,5
9909,1,2,2,8,Strategic,28.33 ,19.63 ,45.56 ,44.81 ,40,23.15 ,1,8
9909,1,2,2,10,Strategic,24.44 ,26.48 ,34.81 ,26.48 ,48,37.96 ,1,10
9909,1,2,2,12,Strategic,26.11 ,21.48 ,34.81 ,27.59 ,60,34.26 ,1,12
9909,1,2,2,14,Strategic,28.33 ,15.56 ,53.15 ,50.00 ,68,40.00 ,1,15
9909,1,2,2,16,Strategic,44.81 ,22.22 ,58.89 ,48.15 ,80,45.56 ,1,16
9909,1,2,2,18,Strategic,47.04 ,26.11 ,64.07 ,27.78 ,80,33.70 ,1,18
9909,1,2,2,20,Strategic,50.00 ,20.00 ,70.93 ,60.93 ,92,44.63 ,1,20
9909,1,2,3,4,Strategic,1.30 ,2.96 ,6.30 ,8.33 ,20,4.44 ,1,2
9909,1,2,3,6,Strategic,9.26 ,5.19 ,13.52 ,13.70 ,32,13.52 ,1,2
9909,1,2,3,8,Strategic,23.89 ,13.52 ,17.59 ,14.63 ,40,26.48 ,1,4
9909,1,2,3,10,Strategic,25.00 ,16.48 ,41.85 ,22.96 ,52,28.52 ,1,5
9909,1,2,3,12,Strategic,36.67 ,13.15 ,44.44 ,39.63 ,60,34.07 ,1,5
9909,1,2,3,14,Strategic,40.19 ,24.44 ,51.85 ,36.85 ,68,37.59 ,1,6
9909,1,2,3,16,Strategic,36.30 ,21.11 ,52.04 ,50.00 ,76,32.96 ,1,7
9909,1,2,3,18,Strategic,34.63 ,49.63 ,50.37 ,34.63 ,80,36.85 ,1,8
9909,1,2,3,20,Strategic,35.74 ,21.67 ,73.33 ,70.00 ,88,32.78 ,1,10
9911,1,1,1,4,Altruistic,15.83 ,0.00 ,0.00 ,2.14 ,0,11.31 ,0,2
9911,1,1,1,6,Altruistic,21.79 ,0.00 ,0.00 ,8.93 ,0,27.62 ,0,2
9911,1,1,1,8,Altruistic,38.93 ,0.00 ,0.00 ,12.02 ,0,35.60 ,0,3
9911,1,1,1,10,Altruistic,34.40 ,0.00 ,0.00 ,21.67 ,0,49.05 ,0,3
9911,1,1,1,12,Altruistic,72.50 ,0.00 ,0.00 ,12.98 ,0,61.19 ,0,5
9911,1,1,1,14,Altruistic,80.12 ,0.00 ,0.00 ,20.83 ,0,41.19 ,0,5
9911,1,1,1,16,Altruistic,100.00 ,0.00 ,0.00 ,26.19 ,0,67.86 ,1,6
9911,1,1,1,18,Altruistic,100.00 ,0.00 ,0.00 ,56.55 ,0,82.74 ,0,6
9911,1,1,1,20,Altruistic,100.00 ,0.00 ,0.00 ,72.86 ,0,96.31 ,0,5
9911,1,1,2,4,Altruistic,60.12 ,0.00 ,0.00 ,0.00 ,0,27.98 ,1,0
9911,1,1,2,6,Altruistic,37.02 ,0.00 ,0.00 ,9.64 ,0,12.62 ,1,6
9911,1,1,2,8,Altruistic,49.05 ,0.00 ,0.00 ,7.02 ,0,36.07 ,1,4
9911,1,1,2,10,Altruistic,69.29 ,0.00 ,0.00 ,16.07 ,0,66.67 ,1,3
9911,1,1,2,12,Altruistic,78.81 ,0.00 ,7.62 ,30.48 ,0,25.36 ,1,2
9911,1,1,2,14,Altruistic,64.64 ,0.00 ,7.14 ,14.17 ,0,28.21 ,1,4
9911,1,1,2,16,Altruistic,85.48 ,0.00 ,0.00 ,20.60 ,0,75.60 ,1,6
9911,1,1,2,18,Altruistic,100.00 ,0.00 ,12.98 ,49.64 ,0,0.00 ,1,8
9911,1,1,2,20,Altruistic,100.00 ,0.00 ,33.45 ,50.95 ,0,100.00 ,1,10
9911,1,1,3,4,Altruistic,24.76 ,0.00 ,0.00 ,0.00 ,0,17.02 ,1,0
9911,1,1,3,6,Altruistic,49.64 ,76.90 ,0.00 ,0.00 ,0,28.69 ,1,2
