Participant,gender,block,Efficiency,Partner_cost,PartnerIntention,Gratitude,Guilt,Obligation,Indebtedness,SOB100,Care,Choice,Allocation
6607,1,2,3,6,Altruistic,18.15 ,12.96 ,0.00 ,4.63 ,0,15.19 ,1,2
6607,1,2,3,8,Altruistic,22.41 ,14.07 ,4.63 ,20.74 ,0,17.59 ,1,3
6607,1,2,3,10,Altruistic,50.74 ,50.00 ,4.44 ,41.48 ,0,46.48 ,1,3
6607,1,2,3,12,Altruistic,74.07 ,67.96 ,15.37 ,71.67 ,0,65.37 ,1,5
6607,1,2,3,14,Altruistic,60.19 ,51.67 ,22.78 ,60.74 ,0,64.07 ,0,14
6607,1,2,3,16,Altruistic,90.19 ,92.78 ,14.63 ,87.41 ,0,87.04 ,1,5
6607,1,2,3,18,Altruistic,85.93 ,81.48 ,18.52 ,84.26 ,0,78.89 ,1,6
6607,1,2,3,20,Altruistic,99.81 ,99.63 ,81.11 ,100.00 ,0,100.00 ,1,10
6607,1,1,1,4,Strategic,7.22 ,1.85 ,6.11 ,2.59 ,12,0.74 ,0,2
6607,1,1,1,6,Strategic,7.59 ,8.15 ,18.89 ,4.81 ,24,2.78 ,0,2
6607,1,1,1,8,Strategic,11.30 ,12.22 ,38.15 ,18.15 ,32,20.19 ,0,3
6607,1,1,1,10,Strategic,55.19 ,51.85 ,70.93 ,53.52 ,40,44.07 ,0,3
6607,1,1,1,12,Strategic,58.52 ,65.19 ,28.70 ,62.78 ,0,69.26 ,0,4
6607,1,1,1,14,Strategic,69.44 ,55.56 ,78.15 ,51.85 ,56,57.41 ,0,5
6607,1,1,1,16,Strategic,72.78 ,68.33 ,83.33 ,59.63 ,64,61.11 ,0,6
6607,1,1,1,18,Strategic,84.26 ,80.00 ,76.67 ,60.93 ,72,61.67 ,0,6
6607,1,1,1,20,Strategic,100.00 ,93.33 ,97.59 ,92.78 ,80,94.81 ,1,13
6607,1,1,2,4,Strategic,9.44 ,5.19 ,14.44 ,7.96 ,16,0.00 ,0,4
6607,1,1,2,6,Strategic,9.44 ,4.07 ,22.04 ,9.07 ,24,0.00 ,0,6
6607,1,1,2,8,Strategic,14.44 ,10.37 ,26.48 ,17.04 ,32,5.00 ,0,8
6607,1,1,2,10,Strategic,51.30 ,52.22 ,53.52 ,50.00 ,40,49.26 ,1,10
6607,1,1,2,12,Strategic,60.93 ,58.89 ,71.48 ,56.67 ,48,61.48 ,0,12
6607,1,1,2,14,Strategic,73.15 ,81.48 ,73.15 ,62.96 ,56,62.59 ,1,13
6607,1,1,2,16,Strategic,76.30 ,64.44 ,84.07 ,60.74 ,64,56.67 ,1,13
6607,1,1,2,18,Strategic,82.78 ,78.52 ,83.52 ,66.67 ,72,59.07 ,1,13
6607,1,1,2,20,Strategic,98.70 ,97.22 ,97.96 ,95.19 ,80,87.22 ,1,15
6607,1,1,3,4,Strategic,5.00 ,6.85 ,7.04 ,0.74 ,16,0.00 ,1,1
6607,1,1,3,6,Strategic,11.85 ,7.96 ,18.52 ,6.85 ,24,6.48 ,0,6
6607,1,1,3,8,Strategic,21.85 ,11.85 ,32.78 ,23.70 ,32,13.52 ,1,3
6607,1,1,3,10,Strategic,62.41 ,64.07 ,17.22 ,51.85 ,40,53.89 ,1,3
6607,1,1,3,12,Strategic,60.74 ,61.85 ,68.70 ,57.04 ,48,61.30 ,1,5
6607,1,1,3,14,Strategic,64.81 ,60.19 ,75.74 ,54.63 ,56,53.33 ,1,5
6607,1,1,3,16,Strategic,79.63 ,62.78 ,89.81 ,61.67 ,64,59.26 ,1,5
6607,1,1,3,18,Strategic,93.89 ,75.00 ,89.81 ,75.56 ,76,76.48 ,1,6
6607,1,1,3,20,Strategic,98.70 ,94.44 ,94.44 ,84.63 ,80,84.63 ,1,10
6607,1,2,1,4,Strategic,4.81 ,12.96 ,19.07 ,2.41 ,16,2.96 ,0,2
6607,1,2,1,6,Strategic,15.93 ,7.59 ,23.33 ,3.33 ,24,4.81 ,0,2
6607,1,2,1,8,Strategic,13.33 ,8.15 ,27.22 ,8.70 ,32,15.74 ,0,3
6607,1,2,1,10,Strategic,56.67 ,19.44 ,66.11 ,53.89 ,40,11.85 ,0,3
6607,1,2,1,12,Strategic,44.81 ,45.00 ,57.96 ,56.67 ,48,49.63 ,0,4
6607,1,2,1,14,Strategic,67.41 ,71.30 ,75.00 ,58.15 ,56,62.22 ,0,5
6607,1,2,1,16,Strategic,21.67 ,38.33 ,79.81 ,20.00 ,64,33.52 ,0,5
6607,1,2,1,18,Strategic,35.93 ,55.37 ,79.26 ,75.19 ,72,59.26 ,0,6
6607,1,2,1,20,Strategic,91.11 ,95.37 ,99.26 ,97.04 ,80,86.30 ,1,15
6607,1,2,2,4,Strategic,11.85 ,10.19 ,14.81 ,6.85 ,8,19.26 ,0,4
6607,1,2,2,6,Strategic,19.81 ,39.44 ,49.44 ,33.15 ,24,17.96 ,0,6
6607,1,2,2,8,Strategic,9.63 ,14.26 ,39.63 ,6.30 ,32,9.81 ,0,8
6607,1,2,2,10,Strategic,35.93 ,37.59 ,66.48 ,50.56 ,40,25.93 ,0,10
6607,1,2,2,12,Strategic,63.15 ,64.44 ,72.96 ,55.37 ,48,57.96 ,0,12
6607,1,2,2,14,Strategic,37.04 ,55.56 ,71.30 ,60.93 ,56,44.81 ,0,14
6607,1,2,2,16,Strategic,42.78 ,45.74 ,80.37 ,57.41 ,64,41.11 ,1,12
6607,1,2,2,18,Strategic,53.33 ,63.70 ,78.52 ,36.11 ,72,46.30 ,1,18
6607,1,2,2,20,Strategic,98.70 ,80.19 ,89.44 ,79.07 ,80,15.93 ,1,20
6607,1,2,3,4,Strategic,8.33 ,7.78 ,10.74 ,15.19 ,16,0.00 ,1,3
6607,1,2,3,6,Strategic,7.22 ,13.33 ,12.78 ,9.63 ,24,9.26 ,1,2
6607,1,2,3,8,Strategic,18.52 ,8.52 ,30.56 ,7.22 ,36,6.67 ,1,3
6607,1,2,3,10,Strategic,34.44 ,44.44 ,56.85 ,43.52 ,40,33.52 ,1,3
6607,1,2,3,12,Strategic,70.56 ,62.59 ,73.89 ,58.15 ,48,53.89 ,1,5
6607,1,2,3,14,Strategic,50.19 ,55.37 ,66.85 ,65.56 ,56,47.04 ,0,14
6607,1,2,3,16,Strategic,85.37 ,82.96 ,86.85 ,76.67 ,64,67.41 ,1,5
6607,1,2,3,18,Strategic,64.44 ,68.89 ,89.81 ,69.81 ,72,57.04 ,1,6
6607,1,2,3,20,Strategic,75.93 ,88.33 ,99.81 ,94.81 ,80,81.85 ,1,10
6610,1,1,1,4,Altruistic,55.74 ,60.37 ,32.96 ,69.07 ,8,62.59 ,1,4
6610,1,1,1,6,Altruistic,84.26 ,55.00 ,30.19 ,47.41 ,8,58.70 ,0,4
6610,1,1,1,8,Altruistic,78.70 ,87.59 ,29.26 ,74.07 ,16,89.07 ,0,4
6610,1,1,1,10,Altruistic,90.74 ,52.41 ,38.33 ,55.56 ,20,81.67 ,0,5
6610,1,1,1,12,Altruistic,91.48 ,57.04 ,19.81 ,60.19 ,24,68.33 ,0,7
6610,1,1,1,14,Altruistic,83.33 ,82.04 ,29.81 ,75.00 ,32,76.30 ,0,9
6610,1,1,1,16,Altruistic,94.26 ,58.33 ,36.48 ,66.85 ,32,69.44 ,0,8
6610,1,1,1,18,Altruistic,92.04 ,61.67 ,41.85 ,74.26 ,40,93.52 ,0,9
6610,1,1,1,20,Altruistic,99.26 ,54.07 ,25.93 ,95.19 ,40,100.00 ,0,10
6610,1,1,2,4,Altruistic,56.67 ,45.37 ,26.11 ,46.85 ,8,52.78 ,1,2
6610,1,1,2,6,Altruistic,77.78 ,14.44 ,35.00 ,45.56 ,12,54.44 ,1,3
6610,1,1,2,8,Altruistic,82.04 ,87.04 ,13.15 ,69.26 ,16,72.04 ,1,4
6610,1,1,2,10,Altruistic,88.15 ,62.04 ,32.59 ,53.52 ,20,85.93 ,1,5
6610,1,1,2,12,Altruistic,88.15 ,62.04 ,27.22 ,67.59 ,24,92.41 ,1,6
6610,1,1,2,14,Altruistic,82.96 ,55.19 ,28.89 ,63.15 ,32,66.85 ,1,7
6610,1,1,2,16,Altruistic,90.56 ,55.93 ,33.15 ,77.59 ,36,82.96 ,1,8
6610,1,1,2,18,Altruistic,85.56 ,61.48 ,30.56 ,92.41 ,36,81.48 ,1,9
6610,1,1,2,20,Altruistic,99.81 ,92.59 ,50.37 ,100.00 ,40,100.00 ,1,10
6610,1,1,3,4,Altruistic,66.30 ,59.26 ,30.93 ,57.04 ,8,64.63 ,1,4
6610,1,1,3,6,Altruistic,88.33 ,57.96 ,18.52 ,76.11 ,16,52.59 ,1,6
6610,1,1,3,8,Altruistic,88.70 ,92.22 ,32.96 ,71.30 ,16,75.19 ,1,9
6610,1,1,3,10,Altruistic,81.67 ,60.74 ,22.78 ,55.37 ,20,59.07 ,1,10
6610,1,1,3,12,Altruistic,80.19 ,78.52 ,32.22 ,75.37 ,24,78.89 ,1,11
6610,1,1,3,14,Altruistic,90.00 ,58.70 ,32.41 ,62.04 ,36,68.70 ,1,14
6610,1,1,3,16,Altruistic,88.89 ,87.78 ,18.15 ,68.33 ,36,60.19 ,1,16
6610,1,1,3,18,Altruistic,98.33 ,56.67 ,22.41 ,73.70 ,36,63.89 ,1,19
6610,1,1,3,20,Altruistic,94.07 ,60.56 ,30.74 ,100.00 ,40,100.00 ,1,20
6610,1,2,1,4,Altruistic,82.59 ,88.89 ,31.48 ,76.30 ,8,87.96 ,0,2
6610,1,2,1,6,Altruistic,89.63 ,97.41 ,24.44 ,57.96 ,16,89.26 ,0,4
6610,1,2,1,8,Altruistic,88.70 ,85.19 ,28.89 ,63.33 ,16,83.70 ,0,4
6610,1,2,1,10,Altruistic,70.37 ,71.48 ,50.37 ,56.30 ,20,79.26 ,0,10
6610,1,2,1,12,Altruistic,100.00 ,98.15 ,28.89 ,73.15 ,24,85.93 ,0,11
6610,1,2,1,14,Altruistic,53.52 ,100.00 ,30.74 ,77.22 ,32,25.19 ,0,14
6610,1,2,1,16,Altruistic,85.74 ,90.37 ,93.33 ,69.07 ,36,80.00 ,1,9
6610,1,2,1,18,Altruistic,90.37 ,92.41 ,57.04 ,58.52 ,36,76.30 ,0,9
6610,1,2,1,20,Altruistic,86.11 ,97.78 ,50.00 ,99.81 ,40,100.00 ,0,10
6610,1,2,2,4,Altruistic,49.44 ,41.30 ,45.00 ,37.04 ,8,56.85 ,1,4
6610,1,2,2,6,Altruistic,89.81 ,100.00 ,41.85 ,49.63 ,16,76.48 ,1,6
6610,1,2,2,8,Altruistic,94.26 ,90.74 ,29.44 ,70.56 ,16,92.22 ,0,4
6610,1,2,2,10,Altruistic,95.74 ,93.70 ,29.44 ,76.67 ,20,85.37 ,1,5
6610,1,2,2,12,Altruistic,99.07 ,99.81 ,27.96 ,75.93 ,24,84.07 ,1,12
6610,1,2,2,14,Altruistic,92.96 ,91.67 ,22.96 ,66.48 ,32,95.74 ,0,7
6610,1,2,2,16,Altruistic,82.78 ,79.81 ,9.44 ,42.78 ,36,78.89 ,1,16
6610,1,2,2,18,Altruistic,90.56 ,78.89 ,65.74 ,78.70 ,40,91.11 ,0,18
6610,1,2,2,20,Altruistic,98.52 ,100.00 ,87.96 ,85.00 ,40,100.00 ,0,20
6610,1,2,3,4,Altruistic,57.22 ,71.30 ,63.89 ,63.89 ,8,76.67 ,1,4
6610,1,2,3,6,Altruistic,95.37 ,94.07 ,20.56 ,77.41 ,16,93.15 ,1,6
6610,1,2,3,8,Altruistic,100.00 ,95.19 ,28.52 ,73.89 ,16,93.70 ,1,9
6610,1,2,3,10,Altruistic,72.96 ,79.26 ,24.81 ,44.26 ,20,73.70 ,1,10
6610,1,2,3,12,Altruistic,91.85 ,92.22 ,36.67 ,75.74 ,24,78.89 ,1,12
6610,1,2,3,14,Altruistic,90.19 ,93.52 ,26.30 ,75.74 ,32,78.33 ,1,14
6610,1,2,3,16,Altruistic,99.81 ,78.89 ,28.15 ,77.78 ,36,90.56 ,1,16
6610,1,2,3,18,Altruistic,88.70 ,94.44 ,40.74 ,70.37 ,36,99.81 ,1,9
6610,1,2,3,20,Altruistic,92.22 ,55.74 ,77.59 ,77.78 ,40,99.26 ,1,10
6610,1,1,1,4,Strategic,37.59 ,33.89 ,74.81 ,60.93 ,16,34.81 ,1,4
6610,1,1,1,6,Strategic,62.41 ,90.93 ,75.00 ,45.56 ,24,38.89 ,0,4
6610,1,1,1,8,Strategic,60.19 ,55.37 ,66.48 ,71.67 ,36,31.67 ,0,4
6610,1,1,1,10,Strategic,56.30 ,89.07 ,68.52 ,55.37 ,40,29.81 ,0,5
6610,1,1,1,12,Strategic,59.07 ,90.37 ,89.81 ,59.81 ,48,42.96 ,0,7
6610,1,1,1,14,Strategic,60.00 ,55.00 ,77.59 ,75.00 ,56,44.81 ,0,9
6610,1,1,1,16,Strategic,62.22 ,96.11 ,88.70 ,71.48 ,64,47.96 ,0,8
6610,1,1,1,18,Strategic,52.04 ,88.52 ,92.96 ,78.52 ,72,61.48 ,0,9
6610,1,1,1,20,Strategic,50.74 ,99.63 ,100.00 ,93.89 ,80,54.07 ,0,10
6610,1,1,2,4,Strategic,42.59 ,51.85 ,49.63 ,47.22 ,16,38.89 ,1,2
6610,1,1,2,6,Strategic,21.48 ,55.56 ,66.30 ,45.56 ,24,28.70 ,1,3
6610,1,1,2,8,Strategic,69.07 ,78.52 ,83.15 ,69.44 ,36,42.96 ,1,4
6610,1,1,2,10,Strategic,54.07 ,92.59 ,70.74 ,54.26 ,40,29.26 ,1,5
6610,1,1,2,12,Strategic,62.22 ,90.19 ,75.19 ,70.19 ,48,47.22 ,1,6
6610,1,1,2,14,Strategic,58.70 ,89.63 ,75.93 ,70.74 ,56,40.37 ,1,7
6610,1,1,2,16,Strategic,58.89 ,90.93 ,98.52 ,78.52 ,64,67.59 ,1,8
6610,1,1,2,18,Strategic,57.59 ,95.37 ,79.81 ,87.96 ,76,59.44 ,1,9
6610,1,1,2,20,Strategic,82.59 ,99.63 ,100.00 ,99.44 ,80,63.70 ,1,10
6610,1,1,3,4,Strategic,30.56 ,20.37 ,76.85 ,57.22 ,16,37.04 ,1,4
6610,1,1,3,6,Strategic,57.22 ,89.07 ,71.11 ,74.63 ,28,24.26 ,1,6
6610,1,1,3,8,Strategic,57.59 ,58.33 ,70.37 ,64.07 ,36,34.44 ,1,9
6610,1,1,3,10,Strategic,60.37 ,77.59 ,83.89 ,53.89 ,40,45.74 ,1,10
6610,1,1,3,12,Strategic,60.93 ,58.89 ,70.56 ,71.30 ,44,32.96 ,1,11
6610,1,1,3,14,Strategic,57.22 ,89.81 ,69.07 ,58.89 ,56,32.04 ,1,14
6610,1,1,3,16,Strategic,61.11 ,57.04 ,82.78 ,72.78 ,64,41.85 ,1,16
6610,1,1,3,18,Strategic,57.41 ,76.30 ,70.93 ,75.19 ,72,41.48 ,1,19
6610,1,1,3,20,Strategic,58.33 ,90.93 ,85.37 ,99.81 ,80,51.85 ,1,20
6610,1,2,1,4,Strategic,55.93 ,57.22 ,69.07 ,71.30 ,16,66.85 ,0,2
6610,1,2,1,6,Strategic,57.59 ,59.26 ,59.63 ,56.67 ,28,61.48 ,0,4
6610,1,2,1,8,Strategic,71.11 ,66.85 ,79.81 ,65.74 ,32,64.26 ,0,4
6610,1,2,1,10,Strategic,29.81 ,24.26 ,70.19 ,50.37 ,40,24.81 ,0,10
6610,1,2,1,12,Strategic,58.89 ,59.63 ,75.00 ,66.85 ,48,41.11 ,0,11
6610,1,2,1,14,Strategic,93.89 ,86.85 ,72.22 ,74.26 ,56,87.41 ,0,14
6610,1,2,1,16,Strategic,45.19 ,53.89 ,91.11 ,70.56 ,64,39.63 ,1,9
6610,1,2,1,18,Strategic,53.33 ,53.89 ,49.63 ,83.52 ,76,55.19 ,0,9
6610,1,2,1,20,Strategic,55.19 ,54.81 ,73.89 ,84.81 ,80,50.74 ,0,10
6610,1,2,2,4,Strategic,10.37 ,12.22 ,21.85 ,11.48 ,16,32.78 ,1,4
6610,1,2,2,6,Strategic,79.81 ,59.07 ,80.19 ,51.30 ,24,38.70 ,1,6
6610,1,2,2,8,Strategic,64.26 ,62.22 ,79.81 ,64.44 ,32,60.19 ,0,4
6610,1,2,2,10,Strategic,54.07 ,54.26 ,69.63 ,70.93 ,40,26.85 ,1,5
6610,1,2,2,12,Strategic,57.78 ,74.44 ,79.07 ,74.44 ,48,56.67 ,1,12
6610,1,2,2,14,Strategic,57.78 ,59.26 ,78.70 ,69.07 ,56,56.11 ,0,7
6610,1,2,2,16,Strategic,58.15 ,56.67 ,74.81 ,52.22 ,64,57.96 ,1,16
6610,1,2,2,18,Strategic,60.93 ,94.26 ,100.00 ,77.59 ,72,55.37 ,0,18
6610,1,2,2,20,Strategic,73.52 ,50.19 ,50.00 ,90.00 ,88,47.96 ,0,20
6610,1,2,3,4,Strategic,41.30 ,44.07 ,31.30 ,72.59 ,20,19.07 ,1,4
6610,1,2,3,6,Strategic,64.63 ,56.30 ,71.30 ,77.04 ,24,28.33 ,1,6
6610,1,2,3,8,Strategic,72.04 ,58.52 ,77.22 ,73.52 ,36,46.85 ,1,9
6610,1,2,3,10,Strategic,45.37 ,31.30 ,70.93 ,72.59 ,40,42.22 ,1,10
6610,1,2,3,12,Strategic,57.78 ,61.11 ,75.93 ,78.15 ,48,45.93 ,1,12
6610,1,2,3,14,Strategic,44.07 ,88.70 ,98.15 ,76.85 ,56,43.52 ,1,14
6610,1,2,3,16,Strategic,63.52 ,61.85 ,77.04 ,81.30 ,64,34.07 ,1,16
6610,1,2,3,18,Strategic,75.56 ,71.30 ,85.00 ,74.63 ,72,52.59 ,1,9
6610,1,2,3,20,Strategic,62.04 ,93.89 ,89.26 ,77.78 ,80,57.22 ,1,10
6613,1,1,1,4,Altruistic,31.43 ,18.10 ,0.24 ,6.90 ,0,26.90 ,1,4
6613,1,1,1,6,Altruistic,38.81 ,30.00 ,0.00 ,36.19 ,0,42.26 ,1,6
6613,1,1,1,8,Altruistic,50.12 ,61.31 ,8.33 ,14.52 ,16,39.64 ,1,10
6613,1,1,1,10,Altruistic,74.05 ,86.43 ,8.33 ,50.24 ,4,54.05 ,0,10
6613,1,1,1,12,Altruistic,69.40 ,53.57 ,56.43 ,75.71 ,20,84.40 ,0,5
6613,1,1,1,14,Altruistic,92.50 ,87.86 ,30.12 ,77.14 ,40,83.10 ,0,9
6613,1,1,1,16,Altruistic,87.38 ,85.95 ,14.64 ,90.95 ,20,67.74 ,0,9
6613,1,1,1,18,Altruistic,99.52 ,88.45 ,61.31 ,97.26 ,4,99.64 ,0,10
6613,1,1,1,20,Altruistic,100.00 ,89.76 ,20.71 ,65.48 ,20,100.00 ,1,12
6613,1,1,2,4,Altruistic,33.10 ,27.74 ,0.95 ,15.12 ,0,31.07 ,1,5
6613,1,1,2,6,Altruistic,52.62 ,34.64 ,0.00 ,30.95 ,4,17.86 ,1,6
6613,1,1,2,8,Altruistic,57.62 ,38.45 ,10.71 ,49.52 ,12,54.40 ,1,10
6613,1,1,2,10,Altruistic,60.12 ,59.17 ,26.31 ,46.79 ,12,57.50 ,1,11
6613,1,1,2,12,Altruistic,58.57 ,73.57 ,32.38 ,68.69 ,20,65.00 ,1,11
6613,1,1,2,14,Altruistic,80.12 ,62.14 ,19.64 ,76.07 ,20,79.29 ,1,10
6613,1,1,2,16,Altruistic,91.31 ,85.48 ,5.60 ,75.24 ,0,94.88 ,1,10
6613,1,1,2,18,Altruistic,95.71 ,84.40 ,0.00 ,98.69 ,0,97.62 ,1,13
6613,1,1,2,20,Altruistic,100.00 ,98.93 ,8.21 ,98.57 ,0,99.64 ,1,15
6613,1,1,3,4,Altruistic,23.69 ,11.67 ,0.00 ,19.40 ,0,34.29 ,1,5
6613,1,1,3,6,Altruistic,28.10 ,40.12 ,12.98 ,0.00 ,0,38.93 ,1,8
6613,1,1,3,8,Altruistic,41.43 ,24.76 ,0.00 ,44.52 ,0,46.31 ,1,9
6613,1,1,3,10,Altruistic,56.31 ,60.83 ,33.93 ,49.76 ,20,50.48 ,0,10
6613,1,1,3,12,Altruistic,79.05 ,68.45 ,12.02 ,84.40 ,0,83.10 ,1,10
6613,1,1,3,14,Altruistic,98.93 ,73.93 ,27.86 ,65.24 ,28,89.29 ,1,10
6613,1,1,3,16,Altruistic,66.79 ,26.90 ,55.95 ,84.88 ,20,87.86 ,1,10
6613,1,1,3,18,Altruistic,100.00 ,81.43 ,57.38 ,98.45 ,40,92.62 ,1,10
6613,1,1,3,20,Altruistic,100.00 ,87.38 ,7.98 ,99.52 ,0,100.00 ,1,15
6613,1,2,1,4,Altruistic,9.64 ,8.93 ,0.00 ,21.90 ,0,27.62 ,1,7
6613,1,2,1,6,Altruistic,45.00 ,40.71 ,0.71 ,43.81 ,0,37.14 ,0,3
6613,1,2,1,8,Altruistic,34.52 ,37.98 ,5.95 ,38.57 ,16,31.90 ,1,9
6613,1,2,1,10,Altruistic,77.74 ,74.76 ,15.95 ,79.40 ,20,56.19 ,0,5
6613,1,2,1,12,Altruistic,66.55 ,56.90 ,24.88 ,66.31 ,20,50.36 ,0,9
6613,1,2,1,14,Altruistic,70.00 ,67.86 ,24.52 ,67.38 ,32,74.76 ,0,10
6613,1,2,1,16,Altruistic,94.76 ,77.98 ,3.21 ,49.05 ,20,74.52 ,0,9
6613,1,2,1,18,Altruistic,97.86 ,97.62 ,17.74 ,97.74 ,40,95.48 ,0,10
6613,1,2,1,20,Altruistic,100.00 ,100.00 ,32.62 ,100.00 ,40,100.00 ,0,13
6613,1,2,2,4,Altruistic,29.40 ,28.45 ,0.00 ,27.98 ,0,39.29 ,1,9
6613,1,2,2,6,Altruistic,45.48 ,38.81 ,2.38 ,40.24 ,12,15.48 ,1,6
6613,1,2,2,8,Altruistic,39.64 ,31.07 ,4.52 ,48.93 ,20,42.86 ,1,10
6613,1,2,2,10,Altruistic,50.24 ,45.83 ,2.86 ,67.26 ,20,50.71 ,1,10
6613,1,2,2,12,Altruistic,71.43 ,69.76 ,9.88 ,70.36 ,20,69.76 ,1,12
6613,1,2,2,14,Altruistic,69.64 ,58.81 ,32.14 ,78.57 ,20,77.86 ,1,10
6613,1,2,2,16,Altruistic,93.21 ,87.98 ,20.60 ,80.83 ,36,75.36 ,1,15
6613,1,2,2,18,Altruistic,95.24 ,94.52 ,31.67 ,88.33 ,36,95.24 ,1,15
6613,1,2,2,20,Altruistic,100.00 ,97.98 ,30.36 ,97.86 ,40,100.00 ,1,15
6613,1,2,3,4,Altruistic,24.17 ,17.62 ,0.00 ,18.81 ,0,20.48 ,1,2
6613,1,2,3,6,Altruistic,20.71 ,23.33 ,0.00 ,28.45 ,0,33.81 ,1,9
6613,1,2,3,8,Altruistic,38.69 ,37.26 ,3.45 ,40.48 ,0,43.21 ,1,9
6613,1,2,3,10,Altruistic,57.14 ,92.38 ,25.00 ,60.71 ,40,49.52 ,1,9
6613,1,2,3,12,Altruistic,76.07 ,55.95 ,9.05 ,86.31 ,20,55.71 ,1,10
6613,1,2,3,14,Altruistic,77.14 ,58.57 ,11.19 ,83.45 ,20,73.57 ,1,10
6613,1,2,3,16,Altruistic,90.00 ,83.33 ,15.48 ,95.00 ,32,76.31 ,1,9
6613,1,2,3,18,Altruistic,100.00 ,96.31 ,43.69 ,88.33 ,20,93.81 ,1,10
6613,1,2,3,20,Altruistic,100.00 ,96.43 ,31.79 ,99.76 ,40,100.00 ,1,15
6613,1,1,1,4,Strategic,12.14 ,12.50 ,4.88 ,0.00 ,12,9.40 ,1,4
6613,1,1,1,6,Strategic,16.19 ,16.55 ,83.33 ,15.95 ,24,10.24 ,1,6
6613,1,1,1,8,Strategic,39.76 ,43.81 ,90.48 ,28.33 ,40,22.50 ,1,10
6613,1,1,1,10,Strategic,51.43 ,49.88 ,50.60 ,27.86 ,60,49.52 ,0,10
6613,1,1,1,12,Strategic,51.90 ,30.83 ,93.10 ,31.67 ,80,36.67 ,0,5
6613,1,1,1,14,Strategic,81.31 ,78.81 ,65.24 ,85.71 ,80,56.55 ,0,9
6613,1,1,1,16,Strategic,65.48 ,62.62 ,94.88 ,61.67 ,80,54.64 ,0,9
6613,1,1,1,18,Strategic,98.69 ,71.67 ,84.64 ,55.00 ,60,95.24 ,0,10
6613,1,1,1,20,Strategic,99.76 ,95.71 ,99.52 ,99.88 ,100,81.31 ,1,12
6613,1,1,2,4,Strategic,6.67 ,21.31 ,63.69 ,2.26 ,40,22.74 ,1,5
6613,1,1,2,6,Strategic,14.88 ,4.88 ,38.57 ,1.79 ,40,4.64 ,1,6
6613,1,1,2,8,Strategic,25.95 ,15.36 ,71.07 ,0.00 ,64,18.10 ,1,10
6613,1,1,2,10,Strategic,49.52 ,26.79 ,82.14 ,23.81 ,40,41.43 ,1,11
6613,1,1,2,12,Strategic,48.81 ,46.55 ,48.57 ,61.55 ,40,43.21 ,1,11
6613,1,1,2,14,Strategic,66.79 ,52.26 ,62.62 ,27.26 ,80,62.26 ,1,10
6613,1,1,2,16,Strategic,66.31 ,70.00 ,93.33 ,39.29 ,64,61.79 ,1,10
6613,1,1,2,18,Strategic,87.86 ,70.24 ,32.14 ,32.62 ,80,66.43 ,1,13
6613,1,1,2,20,Strategic,94.52 ,86.55 ,92.74 ,83.69 ,100,91.31 ,1,15
6613,1,1,3,4,Strategic,3.21 ,0.00 ,49.17 ,0.00 ,40,10.24 ,1,5
6613,1,1,3,6,Strategic,16.07 ,13.69 ,77.98 ,85.24 ,40,8.45 ,1,8
6613,1,1,3,8,Strategic,15.60 ,6.19 ,54.76 ,9.64 ,60,8.57 ,1,9
6613,1,1,3,10,Strategic,49.40 ,50.24 ,92.62 ,8.81 ,60,39.52 ,0,10
6613,1,1,3,12,Strategic,60.36 ,51.07 ,47.98 ,57.26 ,40,59.52 ,1,10
6613,1,1,3,14,Strategic,37.38 ,49.88 ,82.02 ,49.40 ,80,52.86 ,1,10
6613,1,1,3,16,Strategic,48.81 ,22.74 ,53.45 ,49.76 ,40,61.67 ,1,10
6613,1,1,3,18,Strategic,90.71 ,66.90 ,87.86 ,67.98 ,80,64.76 ,1,10
6613,1,1,3,20,Strategic,99.64 ,72.26 ,35.60 ,98.21 ,40,94.29 ,1,15
6613,1,2,1,4,Strategic,1.79 ,1.31 ,49.64 ,1.31 ,40,0.00 ,1,7
6613,1,2,1,6,Strategic,14.88 ,13.69 ,67.86 ,7.38 ,40,4.76 ,0,3
6613,1,2,1,8,Strategic,14.76 ,23.21 ,49.52 ,15.24 ,40,18.21 ,1,9
6613,1,2,1,10,Strategic,50.48 ,33.10 ,51.67 ,39.64 ,60,18.21 ,0,5
6613,1,2,1,12,Strategic,46.07 ,38.21 ,91.79 ,56.19 ,60,39.05 ,0,9
6613,1,2,1,14,Strategic,50.48 ,45.95 ,94.17 ,51.90 ,68,49.76 ,0,10
6613,1,2,1,16,Strategic,88.10 ,72.26 ,73.21 ,68.21 ,80,72.86 ,0,9
6613,1,2,1,18,Strategic,91.55 ,71.90 ,97.86 ,75.00 ,80,77.50 ,0,10
6613,1,2,1,20,Strategic,62.50 ,53.33 ,100.00 ,86.55 ,100,75.83 ,0,13
6613,1,2,2,4,Strategic,7.50 ,11.31 ,50.24 ,2.38 ,32,7.26 ,1,9
6613,1,2,2,6,Strategic,19.17 ,24.52 ,47.38 ,13.81 ,40,4.05 ,1,6
6613,1,2,2,8,Strategic,33.93 ,17.74 ,44.40 ,22.38 ,40,15.71 ,1,10
6613,1,2,2,10,Strategic,39.05 ,22.86 ,49.76 ,43.93 ,60,44.76 ,1,10
6613,1,2,2,12,Strategic,55.36 ,56.31 ,89.64 ,61.79 ,60,50.36 ,1,12
